author,title,comment,rate,vote,country,updated
Jadaither,Appli ok mais site NUL,"L'année dernière, mon compagnon a acheté un téléphone.Après 2 semaines de retard de livraison, NOUS les avons contactés pour qu'ils nous disent ""on ne l'a plus en stock faut attendre"".Au bout d'un mois et demi, il a finalement annulé sa commande.Ils ont mis UN MOIS supplémentaire pour le rembourser !!!Nous avons acheté des essuies-glaces. Leur descriptif était complètement faux, donc nous n'avons pas acheté ce qu'il nous fallait. Je les ai relancés 5 fois, ils m'ont répondu une seule : renvoyez-les on vous les rembourse. Sauf que ce n'était absolument pas ce que je demandais, mais je n'ai jamais reçu de réponse cohérente à ma demande. On a finalement du garder les essuies-glaces.Je viens d'acheter un téléphone. Je vois que ça fait 4 jours que la commande est ""en préparation"". JE les ai contactés pour savoir ce qui se passait.Même chose qu'avec mon copain ""on l'a plus en stock, soit vous attendez soit on vous rembourse"".Alors non seulement ils sont pas foutus de PRÉVENIR quand ils ont problème, mais en plus ils sont ZÉRO au traitement du problème lui-même.Service client NUL. Un site aussi renommé (on se demande pourquoi) devrait au moins avoir un service client à la hauteur.Mais quand on brasse autant de fric, qu'est qu'on en a à faire des clients mécontents, hein ?",1,0,fr,2017-09-21T04:36:40-07:00
Motzanz,Mea culpa 🤒,"J'ai critiqué trop vite la dernière mise à jour... en page d'accueil, notre p'tit écureuil familier qui n'en finissait pas de soigner sa dent creuse a cédé la place à la vision très fugace du lézard multicolore : l'application fonctionne parfaitement après une réinstallation de l'application puis extinction/ré-allumage de l'iPhone (7, dernière version ios).Merci et bravo aux concepteurs ☀️️",5,1,fr,2017-09-17T10:59:24-07:00
Lolette69,Plus possible de payer !,"L'application fonctionnait bien, mais maintenant, plus possible de payer. La page reste en charge interminablement ... Dommage pour un site de vente en ligne !",1,0,fr,2017-09-17T06:29:53-07:00
lessismore09,Ne fonctionne plus,Depuis la dernière mise à jour l appli ne fonctionne plus impossible à ouvrir ... je désinstalle,1,0,fr,2017-09-16T10:34:58-07:00
Didier44730,Application inutilisable,"De mieux en mieux, depuis le dernière mise à jour l'application ne fonctionne plus du tout, sur iPhone 7+ et iOS 10.3.3Peut être qu'il serait bien de faire appel à des informaticiens pour trouver une solution.Entre les problèmes d'affichage des textes et les fenêtres de pub, cette application n'est pas utilisable.2 solutions:- Utiliser le site internet classique- Utiliser l'application showroomprivée qui est plus aboutie.",1,0,fr,2017-09-15T14:16:37-07:00
davidducaire,Délais de livraison ?!! Retours ?,"Le principe est entendu: on achète à prix ""discounté"" et on attend un peu de temps pour les recevoir. Possibilité de faire des bonnes affaires parfois, mais je ne peux m'empêcher de me sentir ""volé"" quand je me rend compte qu'il est impossible de savoir quand est-ce qu'on sera livré - même approximativement - avant d'avoir payé !!!! Du coup, souvent, j'abandonne l'achat en cours de routeParfois je vais jusqu'au bout, et pas de bol, ""les retours ne sont pas gérés par l'application""... ni même sur le site mobile!! il ne faudrait pas offrir un service client trop bien, les clients risqueraient d'être contents..",1,0,fr,2017-09-10T06:50:22-07:00
M-1863,Nulissime,"Plusieurs fois que je commande et à chaque fois du retard dans la livraison (retard d'un mois voire plus !) impossible de se faire rembourser les frais de port ou seulement en bon d'achat (lol!!!) je ne commanderai plus, très mauvais service après vente.",1,0,fr,2017-09-08T06:02:28-07:00
latlanh,Probleme en 4G,L'application fonctionne bien en wifi par contre en 4G pas du tout...,2,0,fr,2017-09-08T02:11:24-07:00
BDHBOOM,Pffffff,"Livraison Très Très Longue, Faut Attendre Au Moins 1mois Après avoir Passé Ta commande 😡😡😡",1,0,fr,2017-09-07T11:12:28-07:00
Didsney,Mise à jour,"La mise à jour à mis mon application en anglais. Je ne comprend plus rien, ni mon suivie, ni mes achats! L'application était mieux avant",1,0,fr,2017-09-06T14:29:32-07:00
Hk2006,et pourquoi pas ...,"Un moteur de recherche sur ""mes commandes"" ? Ça serait bien pratique !",5,0,fr,2017-09-03T23:54:18-07:00
Heyyyju,👍🏼,Super application,5,0,fr,2017-09-02T08:37:16-07:00
Fab-iPhone,Problème résolu,Concernant les boutons qui ne voulait rien dire (code informatique),4,0,fr,2017-08-31T13:33:21-07:00
Hsuhjjxdtukcdgjjdhj,Très bonne appli mais dernière MAJ plante,Impossible de démarrer l'application ...,4,0,fr,2017-08-31T07:11:27-07:00
Djhedjh,Euh... ???,Plus rien ne marche depuis la MAJ. C'est normal docteur ?,1,0,fr,2017-08-30T14:00:36-07:00
kikitina0910,Bon site,Facile d'utilisation,5,0,fr,2017-08-27T13:20:40-07:00
Ram😍,Good,☝🏼🔝,4,0,fr,2017-08-27T13:18:41-07:00
Marionschout,Trop de problèmes,"App avec beaucoup de bug, les boutons qui ne s'affichent pas correctement...Délais de livraison très très long. Sauf pour les ventes one day et 24h/72h un délais de livraison appréciable, un des seuls point positif de l'app en plus de ses prix attractif.",2,0,fr,2017-08-26T05:19:08-07:00
J95bb,Par jb,Très bon site.,5,0,fr,2017-08-25T14:33:59-07:00
purbeaute,Excellente,Application réactive et réussie. Pas de bug à ma connaissance. À conseiller pour tous ceux qui souhaitent rester en contact avec Vente-privée et qui désirent une réactivité plus grande pour profiter des bons plans.,5,0,fr,2017-08-25T07:26:13-07:00
Deunf,Application vente privée,Application vente privée assez bien nouvelle version pas trop mal elle a buger il y a pas très longtemps obligé d'attendre le lendemain pour se connecter mais c'est très rare on peux installer l'application sur sont téléphone 👍,5,0,fr,2017-08-25T06:49:34-07:00
Nicomatt,Inutilisable,Application inutilisable depuis le 23 et passer en anglais et sans mise à jour,1,0,fr,2017-08-25T02:44:15-07:00
Cecilette19,Bonne application de ventes,"Très bonne application de ventes privées, facile d'utilisation",5,0,fr,2017-08-24T09:15:06-07:00
Lugana34,À avoir,"Abonnée depuis plusieurs années, cette appli et son site est très bien.",4,0,fr,2017-08-24T08:43:26-07:00
Emma/Anthony,Des choses à revoir,Frais de port trop cher !! Livraison très longue et souvent reporté voir annulé !! Après produits correct !!,3,0,fr,2017-08-24T04:30:51-07:00
Lojsksd,Rarement déçue,Mon site préféré de vente en ligne car beaucoup de marques intéressantes et rarement de retours car produits de qualité,5,0,fr,2017-08-23T23:04:02-07:00
Pommeaufour,Y en a marre,Ca crache sans arret de nouveau!!!,2,0,fr,2017-08-23T19:30:02-07:00
asv67,Ne marche plus !!!!,Depuis la dernière mise à jour je n'arrive plus à accéder aux ventes ni à me connecter. Veuillez faire quelque chose pour remédier à cela car l'application est inutilisable !!!!,1,0,fr,2017-08-23T14:38:32-07:00
Liloute21,Bug,Impossible de se connecter depuis ce soir 19h ( pile à l'heure de la vente palladium grrr) Je suis renvoyée sur la page d accueil écrite en anglais et mes codes ne marchent pas voilà qq heures que je suis apres Et ca bug toujours autant,1,0,fr,2017-08-23T13:33:16-07:00
*Gaellou974*,Accès impossible,Je ne peux plus accéder à l'application avec mon compte. Et quand je demande la réinitialisation du PWD il me dit que mon compte n'existe pas alors que j'ai déjà effectué plusieurs commandes avec ce compte. 1ère grosse déception avec vente-privee.,1,0,fr,2017-08-23T13:12:34-07:00
Chris13250,Échec connexion,Jusque là aucun souci avec l'application depuis la nouvelle version je dois me reconnecter mais mon identifiant n'est plus le bon !!!! Pkoi ?!?! Impossible d'accéder aux ventes - Bien dommage,2,0,fr,2017-08-23T13:03:00-07:00
TofNancy,Bug ?,Déconnecté je tente de me reconnecter avec mon email et mon mot de passe dont je suis sûr et on me répond identifiants incorrects....,1,0,fr,2017-08-23T13:03:16-07:00
Seb_93,Connexion impossible depuis la maj,"Depuis la mise à jour de début Août, il m'est impossible de me connecter. Si je tente une demande de changement de mot de passe je me vois indiquer que mon adresse n'existe pas alors qu'en ouvrant une connexion sur Safari avec la même adresse qui a été copiée tout est nickel",1,0,fr,2017-08-23T12:53:29-07:00
mto1,Pas finie du tout cet appli,Des problèmes réguliers au moment du règlement sur l'iPad. Il me faut refaire la manip à plusieurs reprise. À voir avec nouvelle maj. Utilisation et navigation facile et agréable,4,0,fr,2017-08-22T23:02:08-07:00
Fouine 85,Bien mais délai de livraison trop long,Bonne application mais pas toujours interessante niveau prix comme les ventes privées pampers où elles sont plus cher en vente privés que en magasin Et le délai de livraison est assez long en règle général. Aprzs beaucoup de ventes interessante malgré tout,3,0,fr,2017-08-22T21:24:13-07:00
Momo67513,Momo,Bien,4,0,fr,2017-08-22T14:23:49-07:00
zyanouchette,Très bien !,Un petit effort sur les délais de livraison serait souhaitable pour atteindre le top !,4,0,fr,2017-08-22T11:56:46-07:00
Ofresialex,Super application,Top rien à ajouter !!!,5,0,fr,2017-08-22T10:32:49-07:00
YonesF,J'adore,Parfait!,5,0,fr,2017-08-22T09:39:44-07:00
Domimayo,Sympa,Bien fait et des supers prix....Les livraisons sont un peu lentes....mais bon....,5,0,fr,2017-08-22T06:42:05-07:00
MargeSSW,Amélioration possible,"Globalement l'application est facile à utiliser mais bien souvent les descriptions des objets sont incomplètes (il va manquer les dimensions, le poids etc..), quelques rares fois un détail de la description ne correspond à la photo (est-ce que le visuel à donc valeur ou est-ce la description ?). Une notification de fin de vente (pour une vente sur laquelle on aurait posé une alerte de début de vente...) serait utile. Et une wishlist que l'on pourrait garder le temps que le vente est disponible serait super. Ça éviterait de refaire plusieurs fois son panier (vu que les paniers ne sont conservés que 15mn). Merci de votre attention !",4,0,fr,2017-08-22T05:46:42-07:00
Eulalied,Mon avis,J'adore ce site depuis de nombreuses années maintenant. Cependant je trouves les offres moins alléchantes qu'au début et le suivi client n'est plus ce qu'il était.,3,0,fr,2017-08-22T01:36:49-07:00
Maguyflo,Offre one day,"Je trouve que l offre one day est totalement illisible. On ne comprend parfois rien du tout à ce que vous proposez .Tout est mélangé, fouillis et pas clair du tout .",2,0,fr,2017-08-21T23:30:53-07:00
Fabb31,Très bien,"Bonne appli, rapide Et simple d'utilisation au quotidien !",4,0,fr,2017-08-21T23:08:11-07:00
pamalex59,Appli super,C est vraiment une super appli en plus les offres proposées y sont vraiment intéressante Merci,5,0,fr,2017-08-21T22:39:53-07:00
Bichique60,Super,Application fluide et agréable. Bonne évolution,5,0,fr,2017-08-21T21:32:50-07:00
ttautau,Très bien,Fonctionne parfaitement bien,5,0,fr,2017-08-21T19:17:32-07:00
Deleg18,Satisfaite de cette application,"Je recommande, simple d'utilisation et pratique.",5,0,fr,2017-08-21T14:37:19-07:00
Anneso3377,Top,"Super appli, très pratique",5,0,fr,2017-08-21T14:27:16-07:00
Melooo22,Super!!!!,Jamais eu de soucis avec cette application c'est génial!!!! Au top !!!,5,0,fr,2017-08-21T14:07:10-07:00
Pouetlicorne,Ça dépend pour quoi,"L'application est bien. Cependant attention aux prix attractifs affichés ! Parfois ils mettent des prix de vente plus chers que la réalité !Sinon le truc qui est assez pénible, c'est que le délai de livraison est toujours très long... et payant ! Ainsi que les retour d'ailleurs...Donc un conseil, réfléchissez bien avant d'acheter !",3,0,fr,2017-08-21T12:58:59-07:00
valetleo,Bien,Bien,4,0,fr,2017-08-21T12:42:31-07:00
lotaine,Fan,"Vente privé est ma source d'achats en ligne. Je lui suis fidèles. Toutes les réductions valent le coup, beaucoup de choix de marques , régulièrement renouveler. Application parfaite.😍",5,0,fr,2017-08-21T11:15:26-07:00
li xiaohua,nul，livraison chaque fois retarde,nul，livraison chaque fois retarde,1,0,fr,2017-08-21T11:07:03-07:00
Mln's,Satisfaite,Bonne application et pratique pour de bonne affaires 👍🏼,4,0,fr,2017-08-21T10:19:12-07:00
ninoush237,Frais d'envoi hyper cher,Lappli fonctionne très bien juste les frais d'envoi que je trouve hyper cher comparé à d'autres sites,4,0,fr,2017-08-21T10:14:17-07:00
paquita2103,Bugs,L'application comporte encore des bugs et des lenteurs.,3,0,fr,2017-08-21T10:02:34-07:00
martinfwy,Application au top,Attention aux achats compulsifs ...,5,0,fr,2017-08-21T08:43:09-07:00
StellOu Lyss,Super,Super application aucun soucis particulier :),5,0,fr,2017-08-21T07:47:53-07:00
mlchv5,Temps d'ouverture de l'appli,La page d'accueil pour l'ouverture est trop lente et parfois ne fonctionne pas,2,0,fr,2017-08-21T06:21:10-07:00
JaneB75,"Très pratique, partout, tout le temps","Appli permettant d'accéder à toutes les ventes en cours. Seul bémol, pas de rubrique Aide et Contact pour la gestion des retours.",4,0,fr,2017-08-21T05:32:38-07:00
Asdf76,Pratique et efficace!,"Jamais eu aucun soucis avec l'application, ni avec avec l'enseigne!",5,0,fr,2017-08-21T04:39:03-07:00
angel-and-insect,Vente-privee,Bonne application,4,0,fr,2017-08-21T03:44:42-07:00
Aquanael,Merci pour la maj,"Plus de bug depuis la mise à jour, les boutons apparaissent enfin normalement. Application fluide 👌🏻",5,0,fr,2017-08-18T23:29:48-07:00
Mana6302,Des boutons qui ne s'affichent pas correctement,Les boutons et certaines informations sont remplacées par des lignes de codeC'est très gênant,1,0,fr,2017-08-18T05:35:18-07:00
Kitanomitaneshi,Service client le top mais....,"Frais de livraison est un peu cher que l'autre site mais si il y aura le problème de livraison ou une commande, le service client est toujours très aimable , écoute bien, au top!Mais il y a de plus en plus de problème pour livraison.On dois attendre 1 mois , et ils ont changé le point de retrait , même j'ai choisi Franprix livraison n'a pas été effectué et il y a marqué "" votre colis n'a pas pu être livre aujourd'hui , le point de retrait choisi était fermé "".....Impossible , l'autre colis est bien arrivée plus tôt ....",3,0,fr,2017-08-18T01:45:59-07:00
Dakiriki,Affichage,"L'application n'affiche plus les messages à la place nous avons des codes informatique, cela depuis quelques mois et le problème n'a pas été résolu Je trouve ça agaçant",2,1,fr,2017-08-13T14:13:28-07:00
CrazyPonydeluxe,Fonctionne en mode code informatique,"L'applicabilité fonctionne mais j'ai toutes les lignes sous un format type code informatique.""Order/button/"" cela fait un bon 2-3 mois. C'est assez agaçant au vu du nombre d'achat effectué.",1,0,fr,2017-08-11T13:41:59-07:00
watergot2b,Crash,Depuis la dernière  mise à jour l'application se referme,1,0,fr,2017-08-10T03:40:58-07:00
Lisa170908,Bug,Impossible d'ouvrir l'appli,1,0,fr,2017-08-10T02:46:22-07:00
CCLRCH,Bug depuis La mise à jour,L'application ne s'ouvre plus,1,0,fr,2017-08-10T02:37:57-07:00
Jkkbg,De pire en pire...,"Entre l'attente de 2 mois pour des frais de port à 7€ à chaque fois, les mensonges quant aux prix de base et l'achat d'un vélo qui fut un échec (complètement inutilisable une fois reçu...), je vous conseille de chercher les produits sur internet pour vérifier qu'ils ne sont pas déjà soldés ailleurs",1,0,fr,2017-08-10T02:18:26-07:00
Melinelechat,Mise à jour à retravailler,"Depuis les dernières mises à jour, l'application plante sans arrêt et plante aussi mon iPhone 5. C'est la seule de toutes mes applis qui fait ça. À retravailler svp.Ps : les frais de port sont trop chers.",1,0,fr,2017-08-10T02:09:42-07:00
Yhhib,Déçue,Je suis sur VP depuis une dizaine d'années mais je suis très déçue aujourd'hui. Les frais de port sont trop élevés ! Les délais de livraison sont interminables ! Trop peu de stocks sur les produits intéressants (pourquoi avoir ouvert à tout le monde si les stocks ne suivent pas ?). Et surtout l'application est une vraie plaie qui refuse de s'ouvrir depuis la dernière mise à jour...,1,0,fr,2017-08-10T01:58:20-07:00
Amneziiia,Application qui se ferme au démarrage,Impossible d'aller dépenser tout mon argent sur l'application car elle se ferme toute seule c'est penible j'ai envie de flamber tout le bail mais impossible,1,0,fr,2017-08-10T01:52:02-07:00
Val Hoops,Ne fonctionne plus,L'application refuse de s'ouvrir,2,0,fr,2017-08-10T01:28:29-07:00
Brnaikejdelzhdpxow,Nulle !,"Application nulle ! (Qui ne fonctionne plus ce jour) Très lourde, longue à démarrer (animation nulle est inutile). Quand on arrive enfin dans l'application c'est difficile de naviguer. Encore beaucoup d'attente pour accéder à une vente. Puis quand on arrive enfin dans une vente au niveau des produits la page revient au début sans aucune raison. Je déconseille cette ap",1,0,fr,2017-08-10T01:14:42-07:00
Bkbane,Extremement decu,"Service nul. Produit assez cher par rapport a plusieurs autres sites de vente privée. Frais de port excessif pour des livraisons en mauvais état et en retard de 2 mois. Je déconseille d'utiliser ces ventes privées. J ai effectué 3 commendes et pour chaque commande j'ai eu un problème, c est du 100% mauvais. Les deux premières commandes les produits sont en mauvais état (impact et rayure sur casque de moto et bouchon explosé sur une bouteille de rhum) les emballages sont déchirés cartons extérieurs intérieurs. Dernière commande en retard de 2mois ce qui implique une livraison pendant mes vacances et m empêchera de les récupérer. Je contact le service client pour changer l adresse de livraison. La réponse est simple c'est mon problème, c'est a moi d'arranger ça avec la poste. Voila je ne pense pas faire une quatrième commande pour vérifier qu'il y ai encore un problème. Ma réponse sera donc clair allez chez d autre ventre privée il y en a des tas. Private Sport Shop, showroomprivee, vente du diable, motiblouz, ...",1,0,fr,2017-08-07T09:39:47-07:00
Paulito75011,Parfait,Appli top,5,0,fr,2017-08-07T04:09:41-07:00
Ghrefto,Mauvais,"Apres commandé d'un jean levi's (je les acheter en magasin avant) j'ai le bonheur de recevoir un faux qui malgré le même modèle et taille ne me va absolument pas ! Aucune étiquette rouge avec le nom de la marque ni sur les boutons.Pour le retour, c'est impossible pour eux le colis est toujours en transport.Service pourris pour des faux Jean à 50€. Premier et dernière fois que je commande.",1,0,fr,2017-08-06T09:46:30-07:00
Danae,Ahurissant,Commande de 2 pack de 4 piles AAA : envoi dans un colis 30 cm x 45 cm ! Ne tenais pas dans la boîte aux lettres !,1,0,fr,2017-08-02T21:54:21-07:00
TwiterZX,L'application n'est pas au niveau,"On peut voir la facture mais on ne peux rien faire avec, ni partage ni impression.Faut le faire quand même.",1,0,fr,2017-08-02T05:41:44-07:00
tanit94,Très déçu,L'heure d'ouverture des remises c'est vraiment n'importe quoi!! 6h00...! Pour quoi pas 04h00 du matin...,2,0,fr,2017-08-01T11:42:16-07:00
Étienne A,Lourde et bugs,"L'appli qui prend plus d'une minute pour se lancer, puis bug et nous affiche un message ""minute papillon !""... Chers amis de VP, on accepte la familiarité seulement quand on est exemplaire, pas là !",1,0,fr,2017-07-30T09:50:33-07:00
Sharon54a67,De plus en plus décevant,"Livraisons trop longue prix élevé Je commande depuis 2006 sur le site VP mais ces derniers temps je suis déçu le site bug ,retard de livraison . Impossibles de les contacter par mail",1,0,fr,2017-07-28T06:10:19-07:00
Byrdi de Nantes,"Once upon a time, j'achetais beaucoup","Il fut un temps ou j'achetais souvent sur Ventes Privées. Les prix sont soit disant intéressants... les frais de transport élevés, les délais interminaaaables ! II y a mieux ailleurs. Adieu VP !",1,0,fr,2017-07-25T22:16:47-07:00
M4nuproxi,Factures et non livrés,C est l arnaque commande faite le 9 juin livraison 4 juillet et toujours pas ma commande Ni meme le remboursement je déconseille fortement cet app,1,0,fr,2017-07-24T11:01:31-07:00
Olivierm26,Nullissime,"Édit au 23/07/2017: Apres deux heures de travail De refresh sur l'application, d'attente, De constitution d'un panier sur le camp Soldes: abomination et sacrilège... sans rien dire l'application L'application m a annulé le panier... le mot colère pour cet incident n'est pas suffisant ... c'est une honte....cette appli devrait s'appeler BUG ... La pire expérience sur iOS jamais vécu... Même pas digne du mot travail ....Nullissime",1,0,fr,2017-07-23T07:39:07-07:00
BeBodjan,Gros bug sur l'appli lors des soldes,"Pas très intéressant au niveau des prix, et le serveur sature lors des ""camps"", du coup que tu soit rapide ou non, c'est au petit bonheur la chance si tu veux un produit... Donc autant aller au magasin directement...",1,0,fr,2017-07-23T06:46:05-07:00
Memoi545,Du vol,7€ de fdp pour un produit à 5€ ? Est ce normal ? Non Au revoir ventes privées,1,0,fr,2017-07-22T09:08:00-07:00
IpadJulien,Appli tres gourmande en place,L'appli n'est pas lourde au depart mais demande beaucoup de stockage au fur et à mesure,4,0,fr,2017-07-22T00:50:42-07:00
Emilie.302,Inutilisable,"L'app crash au lancement, impossible de l'utiliser",1,0,fr,2017-07-20T01:47:08-07:00
Ocellés,L'application bug régulièrement,"A force de ne pouvoir l'utiliser à cause de bugs récurrents, j'avais supprimé cette appli il y a 1 an. J'ai voulu réessayer l'appli mais je constate que l'appli bug toujours autant! Que ce soit à l'ouverture où elle se ferme automatiquement ou durant la navigation dans les boutiques. Je desinstalle de nouveau. Dommage pour le site!",1,0,fr,2017-07-20T01:17:44-07:00
Constance-constance,Bien,Super expérience de shopping sur l'app vente-privee,5,0,fr,2017-07-19T05:56:22-07:00
Doc jaykil,C'est plus ce que c'était !,"J'ai beaucoup acheté sur VP. Aujourd'hui, plus d'intérêt, les tarifs de base sont surgonflés ! Délais de livraison interminables et fdp trop élevés ! Allez plutôt sur cdiscount ou autre les prix sont les mêmes mais livraison rapide et pas de fdp.",1,0,fr,2017-07-19T04:33:49-07:00
Irina1979.,Déçue,"J'achetais beaucoup de produits sur ce site mais le dernier temps je ne vois plus de marques qui m'intéressent de plus les frais de livraison sont excessifs, le retour est payant, bref, j'ouvre rarement l'application",1,0,fr,2017-07-18T22:31:29-07:00
Hakimmmmmzet,Très bonne application,Je trouve que c'est une très bonne application,5,0,fr,2017-07-17T04:35:17-07:00
Akh133,Pas terrible,Il est rendu loin le vente privée du début. Maintenant c'est plus valable les fausses promo et j'en passe d'autres sites sont beaucoup mieux et beaucoup moins cher,2,0,fr,2017-07-13T15:03:30-07:00
Nuage_dedouceur,Ne mérite pas plus,"Produits intéressants mais les prix de départ sont faux pour faire croire à une grande remise. 2 produits sur 3 que j'ai acheté étaient défectueux & je ne parle pas de la marge énorme qu'ils se font sur les frais de port en les facturant 7€ alors que c'est 2,3€ pour les pro.. bref, à fuir pour le bien être de votre porte monnaie et de votre dressing !",1,0,fr,2017-07-12T06:21:54-07:00
Bylk,NUL,j'ai fait une petite commande j'ai du attendre presque un mois pour l'avoir n'acheter pas la !,1,1,fr,2017-07-10T10:30:09-07:00
epl69,Catastrophe l'application,L'application est saturée lorsqu'il y a trop de monde. Vous le savez très bien VP ! Faite quelque chose !,1,1,fr,2017-07-10T09:04:35-07:00
ChantalLR0804,Scandaleux!!!!,"Suite à un matériel défectueux, ils m'ont proposé de me rembourser. Après 1 an de mails toujours pas de remboursements. Grand manque de sérieux et d'honnêteté. Site à fuir à tout prix.",1,1,fr,2017-07-09T13:44:04-07:00
Traash210,Nul à chier,"À éviter absolument, attente d'un mois pour un colis qui finalement est annulé à la dernière minute , vente privée est tout simplement une grosse blague , à éviter absolument .. vérifiez les prix de base qu'ils annoncent ..",1,0,fr,2017-07-09T05:20:58-07:00
Vdfjkbfj,Déçu,"J'ai acheté pleins de chose sur cette appli. Je suis maintenant déçu car lors des soldes, la vente ouvre à 12h et à 12h03 il n'y a déjà aucun produit disponible sur la vente. Augmentez les stocks !!!! Qu'il y en est pour tout le monde.",2,0,fr,2017-07-09T03:14:11-07:00
ColdshotLR,Insupportable,J'utilisais l'appli...jusqu'a la derrière version et son animation de lancement...dont on ne peut pas désactiver le son...juste insupportable. A désinstaller dans l'attente...l'espoir...que ça change !,1,1,fr,2017-07-08T21:45:01-07:00
Krn181345,Bug,L'application ne fait que de beuguer. Met du temps à charger.,1,0,fr,2017-07-08T02:54:24-07:00
Meduse83,Animation +suivi de commande,"Merci de supprimer le ""bruit"" de l'animation, c'est nul et insupportable.Déçu de la livraison de la dernière commande : retard, et aucune excuse ni compensation.Pb du site ?",2,0,fr,2017-07-07T05:16:14-07:00
Ludo33460,Ce n'est plus intéressant,"J'appréciais cette application, mais je la trouve de plus en plus cher. Avec le nombre de colis qu'ils envoient par jour 7€ de fdp je trouve excessif et rends souvent les produits trop cher surtout quand les prix de base sont faux par rapport à internet. Google est votre Amis pour les recherches. Bonne continuation",2,0,fr,2017-07-06T22:57:59-07:00
restruc,Pas bon le service,"L'application est très bien mis à part cette animation de départ exécrable.Le service est en chute libre: erreurs de taille, livraisons incomplètes, matériel cassé...Le SAV lui est impeccable, il répond vite et bien mais lorsque je commande du 42 et qu'on me livre du 41 je suis remboursé, certes, mais je n'ai quand même pas mes godasses ....  et soi disant ça viendrait du fournisseur.... merci pour le pipeau.",2,0,fr,2017-07-06T08:35:09-07:00
Philmer75,Manque la date de livraison,"A mon grand regret je ne commande plus chez vente-privee car je n'ai cette information qu'une fois la commande passée ce qui est à mon sens, limite correct.",3,0,fr,2017-07-05T13:36:00-07:00
Mamen1243667,Merci mumu,"J'ai découvert cette application via une ""amie"" très chère et j'en suis convaincu !!",5,0,fr,2017-07-04T07:45:17-07:00
Alolo3364,Mécontentement!,"Il va falloir faire quelque chose mesdames/messieurs les développeurs, votre appli plante de plus en plus. J'ai lu les précédents commentaires des utilisateurs... pour ma part, la page qui remonte en tête de liste toute seule, intempestivement, quand vous recherchez un article rare que beaucoup vont se disputer... c'est assez agaçant, surtout de se rendre compte au bout de 3 retours intempestifs en haut de page que l'article n'est plus disponible! Corrigez ça!",2,0,fr,2017-06-30T04:16:10-07:00
margx_m,Bug depuis MAJ (iPhone 6s),"Depuis la dernière mise à jour, bugs à répétition : d'abord avec les pubs puis maintenant impossible de voir tous les produits lorsqu'on descends cela fait remonter à chaque fois tout en haut de la liste : pourquoi ? J'espère voir cela corrigé au plus vite 🙄",1,0,fr,2017-06-30T00:00:47-07:00
mystic1976,Site et appli à éviter de toute urgence,Un service client auSsi nul que votre site ... j ai payé il y a plus de deux mois un article que j attend toujours ...⚠️Arnaque ⚠️je parlerais de vous sur mon blog et sur ma chaine !!!!,1,0,fr,2017-06-29T17:52:02-07:00
Mikeapple33000,SAV inexistant - retour produit impossible,Livraison 1 mois. Déception. photos vendeuses (trompeuses?). Marketing +++. Impossibilité de retourner le produit. La démarche en ligne ne peut être finalisé. Aucun numéro de téléphone ni possibilité de correspondance. Elu SAV de l'année 2017!?,1,1,fr,2017-06-28T09:58:37-07:00
theandone,Buggée,"Suite à la mise à jour l'application est remplit de bugs. À chaque fois que l'on souhait voir une vente, impossible d'y arriver, cela nous renvoi toujours à l'accueil.",1,0,fr,2017-06-27T06:36:49-07:00
Jérémmm,De mal en pis,Plus on avance dans les mises à jour plus l'appli est lente et avec des bugs (cf évaluations ...)Maintenant on n'arrive plus à descendre dans les pages pour voir les différents produits : un bug fait remonter à chaque fois la page tout en haut .... à quand un correctif !!?!?,1,0,fr,2017-06-26T22:32:31-07:00
GoGauGadget,Une mise à jour testée et validée,"Merci pour cette belle mise à jour obligatoire qui ne charge pas les ventes, au moins je dépense moins !",1,0,fr,2017-06-26T21:00:40-07:00
Lolitte,Dernière mise à jour,Depuis la dernière mise à jour l appli ne fonctionne plus ! Rien ne s affiche !27 jours pour recevoir 2 colis c est bien long!,1,0,fr,2017-06-26T18:49:12-07:00
Lou125-5,Défectueux à tous les niveaux !,"Moi qui pensais que les mises a jour était pour améliorer, ventes privées m'a appris le contraire. Application merdique qui ne supporte rien, impossible d'accéder aux ventes et même à son panier. Il faudrait peut être penser à faire une application stable depuis le temps. De plus si par miracle vous arrivez à valider une commande et qu'elle arrive, attendez vous à avoir des produits défectueux, cassés ou bien abîmé. C'est une belle arnaque.",1,0,fr,2017-06-26T03:36:39-07:00
Lillyt57,Navigation incompréhensible,Depuis plusieurs mois l'affichage des produits s'accompagne de texte à rallonge comme si le lien pour chaque objet était affiché insupportable !,1,0,fr,2017-06-23T23:51:53-07:00
Thhhhhhhh1,Déçu,"Nous ne pouvons pas annuler une commande par l appli. On est obligé de se connecter par un ordinateur. Annuler une commande ça devient de plus en plus compliqué. J'ai passé une commande et au but de 10 minutes je voulais l'annuler. J'ai essayé par le site internet, impossible, j'ai appelé mais l opératrice m'a juste répondu que c'est normal car la commande a déjà été validé (10 min Apres la validation)! J envoie un mail mais j ai eu la même réponse. Par contre si j aimerais compléter la commande.... ben vous imaginez bien que c était possible. 0 service client   Je trouve également dommage que nous ne pouvons pas regrouper plusieurs ventes pour ne pas payer chaque fois Les frais de livraisonLe principe est bon mais la gestion très mauvaise",1,0,fr,2017-06-22T12:49:15-07:00
