author,comment,rate,date
moise st-gelais,"Delai Un délai bien trop long chaque fois, des fdp trop cher. Parfois vous trouvez ou vos prix?????",2,1462312800000
,Satisfaite C'est une appli très bien organisée,4,1462312800000
Anthony Galtaud,"Ayii Frait de port trop élevé, et pourquoi vous ne faite pas le payement en plusieurs fois sa serait cool",3,1463004000000
inutile poubelle,Peut bien mieux faire Outil de tri incomplet. Option de suppression très compliqué...,3,1462572000000
abdel illah Benchrif,Commande Si on commande sur plusieurs ventes;à chaque vente frais de port et les prix annoncés sont parfois plus cher que sur certains sites avec frais de port offert vu le prix de certains articles ou sur la totalité de la commande..,3,1462399200000
ousslati jcpas,Pas mal Très bonne application mes j'ai souven était déçu de mes achats sur ce site.,3,1462312800000
Dirk MBONDOUKWE,"Pb de connexion récurrent,même quand je suis en 4G+",3,1462312800000
Audrey Le Blanc,Faut chercher Des fois les prix sont très attractifs mais des fois cela ne vaut vraiment pas le coup et c'est comme ce prix de livraison élevé je trouve,3,1462312800000
LU DELROD,"Addict à VP ! A partir du téléphone, on ne peut pas toujours trier par taille donc perte de temps ...",4,1462312800000
Steeven Florestal,"À suivre Les frais de port sont élevés comparé aux délais de livraison. Le retrait à l'usine devrait être instauré. Le reste est tout à fait correct, tout est pratique. L'ergonomie est bonne, la couleur est atttayante. 3,5/5",3,1462312800000
MARTIN Ghislain,"Suite à la mise à jour, l'application ne s'ouvre plus (Android)",2,1462831200000
Laetitia Dubois,Bonnes affaired Longue attente mais au final ça vaut le coup,5,1462312800000
Hamid MERZOUKI,Trop cher Appli sympa mais les prix sont abusés,1,1462312800000
contact Locadeco,Bien L'application est très fluide et fonctionnelle. Dommage que ventes privées ne propose pas PayPal comme moyen de paiement.,4,1462312800000
Valerie MARTIN GINIER,"Intéressant côté prix mais.... Sur les marques de vêtements, il n'y a pas souvent de grandes tailles. Dommage !!",3,1462399200000
Felipe Anaya,"Quel arnaque!!! Soit produits plus cher , soit de moins qualité.... à éviter !",1,1462312800000
Coralie Rosemain,J'aime bcp J'adore acheter sur ce site le seul hic c le délais de livraison . Service après vente au top,4,1462658400000
fabienne Calpetard épouse Goureau,Frais de port chers C dommage parfois d'avoir plus cher de frais alors que les produits sont abordables,2,1462658400000
Vincent KARSENTY,"Bonne appli Bien faite, ergonomique et fluide. Seul bémol, ne s'ouvre pas via les liens des mailings",4,1462485600000
Anais Josserand,"Certains points à revoir Bon produits, seulement les délais de livraison sont beaucoup trop long et parfois les prix ne sont pas plus intéressant.",3,1462658400000
,En demi teinte Les marques sont de plus en plus des marques elitistes. Cependant il faut avouer que les ventes one day sont assez pertinentes et que l'idée de remettre quelques ventes a 19h est pas mal.,3,1462312800000
Sabrina Accorsi,L'arnaque Tout est moins cher ailleurs!,2,1462053600000
Isabelle RABIER-BILLET,Plus facile de naviguer mais pas possible d'enregistrer sa carte dommage. Il est vrai également que certains délais de livraison sont un peu longs.,4,1462485600000
Thomas Leclerc,Au top Toujours des bonnes affaires et en plus ça donne des envies de projets,4,1462312800000
Romain Bauger,Intéressant Le seul problème c'est la livraison des colis il faut attendre environ un mois pour le recevoir,4,1462312800000
star luna Metois,Site facile d'utilisation Prix intéressants mais fdp trop cher,4,1462312800000
Mylene Ducher,"Super coups à faire Super tarif sur de belles marques , facile à commander seul petit reporoches les frais de port sur chaque marques... Et par fois la livraison qui peut être un peu longue",4,1462399200000
Severine Rozelier,"Frais de port trop élevé, ce qui ne donne pas envie de commander! et le délai de livraison parfois plus long que le délai légal de 30 jours. Dommage !",3,1462312800000
Blandine Lasseigne,Super Il faut neanmoins encore utiliser un ordi pour certaines fonctionnalités comme les retours ou bons d'achats. Allez encore un petit effort messieurs les developpeurs!,4,1462399200000
Christine Leroy,"Recherche  plus rapide.  Produits  intéressants. Mais je commande que tres rarement. En effet les frais de port sont si élevé,  que l'offre  devient peu valable.",3,1462658400000
Emma Guguen,Presque aussi pratique que le site Ergonomie et facilité d'utilisation. Dommage qu'il faille repasser par le site pour les échanges,4,1462399200000
Olivier Lebon,"Bonne application, produits moins sympa De moins en moins de produits intéressants et des frais de port qui rendent certains achats beaucoup moins attirants. Bref, je commence à migrer vers d'autres sites de vente.",3,1462917600000
Corinne F,Totalement accro Jamais déçue 👍👍👍👍,5,1462572000000
laurianne minatchy,Bonne appli Pas mal de choix mais desfois des prix un peu élevé par rapport à certains sites et le prix de la livraison pourrais être gratuite à partir d'un certain montant.,4,1462312800000
Elise Duc,"Top ! Jamais de bug, commandes aussi simples que sur ordi",5,1462485600000
Aurore Fischesser,Prix très intéressant mais délais de livraison long Prix très intéressant. Les délais de livraison sont assez long je trouve (j ai pas eu plus rapide que 2 semaines).,4,1462399200000
Marc Perusse,Implicite! Les temps de chargement sont moins longs et la navigation est plus fluide qu'auparavant! Bref de quoi être armé pour faire son shopping,4,1462312800000
Vincent Guillemette,Impeccable Seule petite suggestion : Mémoriser les adresses email à qui on envoie des ventes.,5,1462312800000
Victoria Chabanaud,Super L'application fonctionne très bien sûr Xperia z3 au top!,5,1462399200000
Dominique Sené,Parfait Très utile bonne visibilité des offres.  Je l'utilise tous les jours.,5,1461880800000
TenValder,"Nickel Excellente application que j'utilise indifféremment sur ordi ou sur mon portable. Pas de bug, bonne ergonomie. Je recommande.",5,1462312800000
Flavius Bonifatius,Ventes presque parfaites Tout est parfaits sauf les délais de livraison....,4,1462399200000
,"Bonne application Concernant l applications rien à redire...mais sur les frais de port, le délai denvoie et aucune possibilité de payer en deux ou trois fois sans frais...dommage",4,1462312800000
Laetitia Dubois,Bonnes affaired Longue attente mais au final ça vaut le coup,5,1462312800000
Haude Cotel Cotel,"Très bonne appli😍 Super promos ,très bon suivi par le service clientèle en cas de besoin.",4,1462831200000
Sebastien Cottin,Vente privé Le seul bémol c'est les frais de port.,4,1462312800000
Lionel Bares,Barre de tache Metre les ventes futures merci,3,1462312800000
Samir Anza-Hafsa,Bien mais ... Obliger de remettre le mot à chaque maj,3,1462485600000
Jeremy Ternier,Jerem Propose beaucoup de choses intéressantes mais les livraisons sont souvent longues et les prix ne sont pas toujours très intéressant !,3,1462485600000
Isabelle Nitasse,Livraison tarif Vs devriez faire comme showroom privé avec l'abonnement annuel à 20€ c'est honnête je trouve,3,1462312800000
Melissa Inacio,J'adore ! Un bemol sur la livraison !,5,1462312800000
Valentine Bidaud,Bonne appli meme si les frais de port sont cher mais en plus grande  quantité ca vaut le cout,4,1462572000000
Juliette Nouvelle,"Super La lisibilité de l'appli est super bien étudiée (thème, dates, infos,...) elle est très intuitive et assez rapide !",5,1462312800000
Charline DORTEE,"Pour ce que j'achète, bon plan. Pratique de pouvoir compléter sa commande après validation. Toutefois délais de livraison souvent long.",4,1462312800000
Valérie Boquet,"Bonne application, je l'utilise tous les jours mais je compare les prix sur internet. J'apprécie les fenêtres d'accueil souvent originales",4,1462312800000
Tatiana VANDERCRYSSEN,Bon site Il faut parfois naviguer longtemps avant d'acheter mais on peut réaliser de super bonnes affaires.,4,1462399200000
Dalel Chibani,Pourquoi les délais de livraisons sont parfois trop longs,4,1462312800000
Stéphanie C,J'adore très pratique et convivial Le site sur mobile est aussi clair et pratique que sur PC.  Il est également très convivial. J'aime les onglets en haut de page pour chaque thématique.,5,1462312800000
thierry ouf,Pas des produits sont plus cher que d'autres sites,3,1462485600000
bertineau pauline,Bien Très bonne application . Tres peu de beug et tjrs de nouvelles vente . Je dit oui !!,5,1462312800000
guillaume fallot,Application intuitive Application bien pensée mais je ne comprends pas pourquoi le zoom à été retiré pour regarder les produits dans le détail.,4,1462312800000
Sana Ben Alaya,Très pratique Peu de bugs. Actualisation du stock plus fiable que sur ordinateur.,4,1462312800000
ANNE ACCROBESSIE,"Ravie que le choix par item soit revenu, mon application préférée même si les tarifs restent encore onéreux",5,1462312800000
Nicolas VETTESE,"Bon design et facile d'utilisation Navigation intuitive, design sobre,  achat facile.  Les produits proposé à l'achat sont d'un intérêt variable",3,1462399200000
Elodie VAISSE,Supers bons produits ms attendre un mois minimum pr les ventes ca fait long qd meme..,3,1462399200000
benjamin cardona,Top du top Très bonne application quand je n'ai pas mon pc et tout aussi efficace pour les commandes.,5,1462312800000
Entersandwomen H,Frais d'expédition trop élevés Les frais d'expédition trop élevés quand même!!!!! Pourquoi ne pas faire un forfait pour les frais d'expedition comme sur d'autres sites sur l'année,3,1462312800000
DAVID EICHELBERG,Bonnes affaires Bons produits mais il faut faire vite suivant les marques. Dommage que les frais de port soit mirobolants parfois.,4,1462399200000
Corinne Gaillard,Bien mais Je suis bcp moins assidue de VP car frais de port élevés et délai de livraison non respecté.,3,1462917600000
K F,Très nette amélioration sur Android. ..et belles ventes,4,1462399200000
Alikan Coban,Good Très bonne appli car renouvellement des marques régulier ainsi que de nombreux choix de voyage pouvant être abordable à tout type de classe sociale,5,1462399200000
Bea Chapi,"Frais de port!!! Trop de frais de port et je renonce à commander. Le plus, on peut voir tout les produits de la même marque",3,1462831200000
lualdie belise,Application correcte Le délai de livraison est relativement long et les frais de port trop élevés. Mais l'application fonctionne très bien,3,1462312800000
Fabien Bezier,Plantage récurent.  Retour en arrière non fonctionnel (retour au menu),3,1462399200000
Le Corvaisier Caroline,++ :  Site sérieux. Remb sans soucis.           -  :  délai de livraison. Pas fe frais de livraison groupés si plusieurs achats le même jour dans différentes marques.,3,1462399200000
David Neff,Nikel On retrouve les annonces du site. Parfois quelques beug dommage mais sinon nikel,4,1462917600000
Hélène B.,J'adore j'adhère Site visité quotidiennement j'adore sauf le délai de livraison et les prix parfois gonflé par rapport au prix d'origine,4,1462312800000
Mary KUBKA,Bonne application C'est assez rare d'avoir des beugs sur cette application elle fonctionne plutôt tres bien,4,1462312800000
Angelique David,super mais attetion au fausse bonne affaire,5,1464818400000
didier hi'wep,Bonne appli Parfois on trouve de bonnes affaires cest vrai,4,1463004000000
michael lofiasn,"Good deal Application sympa, les deals sont différents de showroom qui sont souvent de 2e qualité.",4,1462312800000
Carine Cathala,"Frais de port Les prix sont intéressants mais une fois que nous ajoutons les frais de port, le prix est nettement moins intéressant",4,1462572000000
Nadege Dika,Vente privée La nouvelle version  est  plus simple d utilisation et vraiment très bien,5,1462312800000
sezille laetitia,Très bonne application La configuration est excellente et facile d'utilisation. Je recommande,5,1462658400000
kaniza MAHABA,"Se simple et efficace, les produits sont de bonne qualité à prix cassé.",4,1462399200000
Marie Knoll,Quelque beugue de temps en temps mais l'application dans l'ensemble fonctionne bien.,4,1462399200000
Perso42 Farid,"J'adore Appli plutôt bien conçu, super pratique pour ce tenir informé des bonne affaire du site.",5,1462485600000
Zouille 09,"Bien Bonne application sauf pour les Vp camp, il vaut mieux être sur l’ordi!",4,1462399200000
Clémence Gaillot,Frais de port élevé mais toujours plutôt ravie de mes achats,4,1462312800000
hind didine,Rien à redire Je n'ai encore jamais commandé mais la navigation est fluide et simple,5,1462744800000
Dominique SIROP,Super pour acheter sans allumer le pc et suivre ses commandes,5,1462312800000
Delphine Amoros,Très bon site des marques a des produit plus que intéressant je suis très contente,5,1462312800000
Bertoni Dorius,Ya pas mieux pour faire des achats pas cher,5,1462831200000
Cécilia C,Rien à dire L'application fonctionne parfaitement aucun soucis rencontré,4,1462658400000
Laure P,"Cool Bonne application,  produits à des prix avantageux.  Seul bémol,  les frais de port!!!",4,1462399200000
julgo live,Frais de port de trop cher,3,1462399200000
Amandine C,Jamais déçue des articles mais délai de livraison beaucoup trop long.,3,1462399200000
Jacques-antoine Poutrel,top Jamais de bug! Nickel,5,1462312800000
Bouchra Jarjini,Je ne rate aucune bonne affaire Toujours disponible pour ne jamais rater des bonnes affaires,5,1462744800000
Stephane Hirigoyen,Souvent le prix affiché avant rabais est plus elevé que le marché mais bonnes affaires tout de meme,3,1462399200000
Pamela Matorez,Moi j'adore cette applis je lui trouve aucuns défauts,5,1462312800000
Alexandre Thomasset,Vente privée De super affaire et 1 grand choix d article a chaque fois 👍👍,5,1462399200000
Yves Belou,Super appli Seul bémol les temps de livraison plutôt long,4,1462399200000
Stéphanie Gaudard,Frais de port trop élevés  comparé  à  d'autres  sites .... du coup je ne commande que si ca vaut  vraiment le coup...dommage,4,1462399200000
valerie meziani,Super pratique Pour commander facilement avec son smartphone👍👍,4,1462399200000
Arkan Rahl,"Bonne appli Bonne réactivité, bonne présentation. Manque juste un butin pour revenir a l'accueil",4,1462399200000
Marie Louise,2 réserves :  pas de panier commun et des délais de livraison trop long.,5,1462312800000
Cathy O,Quel dommage que l'on ne puisse pas cumuler les ventes...,3,1462312800000
Phonelea Lovan,Dommage que la taille du vêtement  porté par le mannequin ne soit pas indiqué... Sinon très bien,4,1463608800000
Laura Vandewalle,Très bien jamais eu aucun problème et je commande régulièrement,5,1462312800000
Bea Chapi,"Frais de port!!! Trop de frais de port et je renonce à commander. Le plus, on peut voir tout les produits de la même marque",3,1462831200000
Monia DSP,"J'adore Malgré quelques rares beug, j'adore",5,1462312800000
Lhen Fanny,Seul bémol les frais de port qui sont élevés,4,1462312800000
Marylou Guibé,"Au top sauf les frais de ports ! Tout niquel mais les frais de ports, on a pas de choix c'est forcé 6€ et quelques !",3,1462399200000
Jb Etevenot,Bien pour certaines occasions mais comme partt il faut regarder et comparer... Et se décider rapidement,5,1462312800000
pasquier sego,Application parfaite Trop commode. Il ne manque plus que la possibilité de faire les retours par l'appli !,5,1462399200000
Damien Salmon,Toujours bien Jamais eu de problème avec l' appli et j'y suis tout les jours,4,1462312800000
Patrick P.,"Produits de qualité mais...prix souvent gonflés. Produits variés mais une petite recherche sur internet indique souvent des prix inférieurs aux ""prix de vente conseillés""",3,1462312800000
antony simon,Pratique Des prix de la qualité que demander de plus ?,5,1462399200000
rudy chalmey,Frais de port trop élevé pour le délai de livraison,3,1462399200000
Marie-Pascale Neto,frais de port tout est bien sauf ça. exorbitant même en point relais.,4,1462312800000
stephane olieric,Ne s'ouvre pas toujours sur galaxy note edge,3,1462485600000
Timothée Barral,Ergonomique L'application est vraiment bien faite et facile d'utilisation,5,1462399200000
626,Pourquoi quand je commande un objet en Chine il arrive avant veux commander sur ces site ???,2,1462399200000
lila sardi,"J'aime bien ,parcontre le delais de livraison son trop trop long , sa frêne pour commender.",3,1462744800000
Fabien Gyre,Délai trop long prix gonflė pour faire croire à de grosse remise!!!,2,1462572000000
Marie Knoll,Quelque beugue de temps en temps mais l'application dans l'ensemble fonctionne bien.,4,1462399200000
Fatine Agourram,raté le rosedeal La redoute car vous l'anoncez le jour même !,1,1462312800000
Libule,J'adore Merci merci merci ma mere travaille chez vp et perso j'adore ce siiite juste parfait ❤❤❤❤,5,1462744800000
Pascal Milnis,Grand délais d'attente mais des produits de qualité.,4,1462399200000
Chloé Monnier,Très pratique Très pratique pour regarder et suivre rapidement les ventes,5,1462399200000
julien maca,Application au top Rien à dire du sérieux à mort,5,1462917600000
zurcher eurielle,Avis L'application vente privée est super pratique et fonctionne bien.,4,1462312800000
Eric Pastor,Que des surprises Une succession de bonnes affaires si l'on sait être rusé !,5,1462744800000
Philippe Esnoult,"Bonne appli! Rien a dire ,appli très clair et vraiment simple d'utilisation",4,1462312800000
Philippe Ouerghi,A quand le paiement PayPal,3,1462658400000
Stéfany Donnio Demandier,Tres bien Application très pratique et complète pour utilisation avec le smartphone,5,1463004000000
Mélina Antu,Très bien faite. Usage facile c'est même plus rapide que via PC.,5,1462312800000
Léa STOLL,Bien mais frais de livraison trop élevé et délai un peu trop long,4,1462744800000
abderrahmane zitouni,"Bon dépannage pour une idée kdo Les ""one day"" c'est pratique et intéressant j'adore ! !!!",5,1462399200000
Thierry DALLET,Super conviviale et intuitive. J'adore les images lors de l'ouverture de l'application,5,1462399200000
marina DAILLY,J aime ce site mais... Parfois beaucoup de nanars...des délais un peu longs...et des prix pas toujours intéressants. ..,4,1462917600000
nadia el guizani,Frais de port cher pour un délai de livraison qui dure environ 3 semaines,1,1462399200000
catherine bonafous,Tres bien faite Super rarement de bugg,5,1462312800000
Stefie Siamey,Bof Frais de port beaucoup trop chère et délais de livraison hyper long,2,1462312800000
Cedric Berger,Vente privée Application qui donne plein d'envie,5,1462312800000
Clémence LOUVARD,"Très pratique ! Bonne appli sur tablette, pas de plantage.",4,1462312800000
Hawa SYLLA,Temps de livraison trop long. Et les livreurs font trop les curieux pour savoir ce qu'il a dans le colis.,2,1462312800000
Mélaine Delorme,Très bien Bien mieux que la précédente manque juste le choix des vêtement homme femme ou enfant,5,1462485600000
amalia emirzian,Dommage qu'on puisse pas annuler les commandes depuis l'application,4,1462312800000
MIHARB TV,"Une très bonne application, dommage que la distribution n'existe pas en Algérie.",5,1462399200000
Amandine Thevenet,L'application est bien mieux avec la possibilité de voir tout les produits d'une marque.,4,1462312800000
Marie Capaldi,Peut mieux faire Frais de port trop élevé et délais de livraison trop long,3,1462312800000
Yohan Carlo Bellou,Presque top Encore en dessous du site web sur la facilité de navigation mais au top pour le fonctionnement et la fluidité,4,1462312800000
Suzanne Cournet,L'application est parfaite.  Dommage que les frais de port soient si chers,4,1462399200000
Tiphaine FORET,Les frais de port sont exorbitants mais l'application reste pas mal,3,1462485600000
Martine Nuvolara,Conquise j adore,5,1462312800000
THIERRY PEREIRA,Tout vente privée dans 1 app !,5,1462399200000
Linda,Indispensable Une appli a avoir et a regarder tous les jours!,5,1462312800000
Noemie Sini,Pratique Appli pratique claire et simple d utilisation. Securisee.,4,1462399200000
Yvette Bergès,Pratique Aisance d'utilisation mais des prix assez onéreux,4,1462658400000
Delphine Bernard,Frais de port souvent trop élevé,3,1462312800000
Gouiran Mélanie,"Les frais de ports sont élevés, les remises parfois sont mensongères.",2,1462485600000
elodie régeard,Top J'adore cette appli. Et elle ne beugue jamais,4,1462312800000
William GARCIA,De très bonnes affaires Bonnes affaires et prix de livraison correct.,5,1462312800000
Guillaume Delenclos,"Une application plus qu'utile Une application agréable, facile d'utilisation et ergonomique",5,1462572000000
Lisette COUCOU,"Plein de bonnes affaires,  allez-y!!!!",5,1462917600000
René Buterin,Bonne appli mais tarifs pas forcément les plus avantageux,3,1462312800000
Bella Kafrine,Super Très utiles avec de bonnes offres application rapide,4,1462312800000
Niny Lepan,Très bonnes offres,4,1462312800000
sylvie nibas,Fait son job,4,1462399200000
luis neiva,Bonne application qui comme le vin de bonifie avec le temps 🙂,4,1462312800000
Melissa Martin,Simple Simple mais parfois quelques retard de l interface dérangent la navigation.,3,1462312800000
Laurence Sellier,Jamais déçue!,4,1462312800000
Daniel Chretien,Toujours pareil frais de port trop cher pour les petits articles,3,1462658400000
Philippe Ouerghi,A quand le paiement PayPal,3,1462658400000
Mélinda GUEUSSET,Top !!,4,1462312800000
Fred fredworke,fan depuis toujours.,4,1462312800000
dinawa abiguime,Très bien Très bon site et bons produits proposés.  Je recommande,5,1462399200000
Valentine Foort,"Très efficace Très rapide pour faire vos achats,  bon design.",5,1462312800000
Anaïs Brun,Rien à dire L application est facile à utiliser c est parfait,5,1462312800000
laëtitia buisson,"Pratique, rapide. De nombreux produits achetés par l'application.",5,1462312800000
Juliette sass,J aime beaucoup mais je n aime pas trop la présentation du site ...,4,1462572000000
Jean luc negoustho,image manque de zoom,3,1462312800000
Emilie Pereira,Application très fonctionnelle,4,1462399200000
Déborah Geslin,Très bonne application Simple facile et sécurisée. Très bonnes affaires!,5,1462312800000
Patrick Faure,"Fait son boulot Appli rapide et simple, bien!",4,1462658400000
xavier giner,Super application de vente privée Je recommande  cette aplication,5,1462658400000
Bouchra Yaou,VP Rien à dire,5,1462399200000
Veronique Pamies,Sympa. Mais il faut avoir un gros porte monnaie.. Lol,5,1462399200000
Sophie Saussier,De plus en plus décevant,1,1462399200000
Nancy Karrigan,Délais de livraison beaucoup trop long et frais de port trop élevé  dommage ! !!,2,1462312800000
Chrystelle Viteur,"Vraiment Tout l'essentiel y est, vraiment top !",5,1462399200000
Yetehe GBIBRI,Frais de port élevé dommage ! Sinon bon site,4,1462485600000
Nicole Amor,J'aime y faire des achats de marque à prix cassés Vente de produits de marque,4,1462399200000
benoit stanislas,Très bien Permet de profiter de vp de n'importe où!,4,1462399200000
Chris74 Douillet,superbes Très  biens,4,1462485600000
Dehecq Lucile,Fonctionne bien mais fait on réellement des affaires ? ! .... un gros doute la dessus !,3,1462744800000
Coralie Crasson,"Pratique d utilisation, application géniale",5,1462312800000
fabien podevin,Bonne appli De bonne affaire appli fiable,4,1462399200000
Al b,Très bien mais délai de livraison trop long,4,1462312800000
Johanna Babel,Très bien Utile rapide et facile à utiliser,5,1462312800000
Sandrine Mukala,Juste Extra Bonne appli venez faire des affaires...,5,1462312800000
georges vinson,Même réduit les prix sont parfois hors de prix.,4,1462399200000
Tatiana Marques,Bonne application Pratique et simple d'utilisation,4,1462312800000
Matthieu Vivet,Oh top Facile d'utilisation. Merci,4,1462658400000
Armonie Oger,Pratique convivial Tout est dans le titre!,3,1462917600000
Cédric Boudin,Bonne appli avec de super offres 👍,5,1462312800000
LE SYMPOSIUM,Facile et agréable Très facile d'utilisation et très agréable,5,1462312800000
Dee Dean,Super appli pleins de bonnes affaires à faire !!!,5,1462572000000
Guillaume Millet,Jamais aucuns problemes...très bien,4,1462658400000
My Haiti,Parfait Très facile et accessible le site.,5,1462312800000
marisa-jeff BRUN,"Elle est très bien Super convivial,",5,1462399200000
Hamida KADRI,Les délais de livraison sont exagérément longs.,3,1462312800000
mick mick,Excellent Beaucoup de nouveautés et site de confiance. 🤗,5,1462658400000
Mélinda GUEUSSET,Top !!,4,1462312800000
Alan Kins,Très bien Très bien mais juste passe pas toutes les marques bien...,4,1462399200000
Caroline Naessens,A avoir absolument C'est une applis géniale,5,1462140000000
Laurent Hamelin,Bonne appli .les delais de livraison son long.,4,1462658400000
Nana Kwzy,"Top Rien à dire, application parfaite",5,1462399200000
gregory lievin,Très bien...Je compare tout le temps et ça va,4,1462312800000
Camille Barbier,Pratique Facile d utilisation pratique,4,1462312800000
lili castagnette,"Tres bonne appli,  facile a utiliser",5,1462658400000
Nicolas Chevreux,Très bonne application. Rien à redire,5,1462312800000
marie ange taoutaou,J'adooooore Au top beaucoup de choix à prix intéressant,5,1462399200000
Fred T.,Dommage les frais de port sont un peu élevés. ..,4,1463349600000
Christophe lacroix,Vente privée Client depuis le début de superbe a faire,4,1462399200000
Franck Leroyer,"Intéressant Produits de qualité,  prix attractifs",4,1462399200000
Ludo Mercier,Très bien Bon site avec de bonnes remises.,4,1462312800000
marlene caubere,Délais parfois un peu long sinon RAS 👍👍,4,1462312800000
Noémie LETESSIER,Top!,4,1462312800000
Alice Druelle,J'adore Simple efficace j'aime beaucoup cette application,4,1462485600000
jean-baptiste pihet,utilisation facile fonctionne très bien.,4,1462312800000
Jovan Aksentijevic,Site top. Produit de qualité est prix de folieeeeee,5,1462312800000
Olivier v,Bonne  présentation Application  fluide  et intuitive !,4,1462485600000
Estelle Bertin,Trop pratique ! Super sauf pour mon compte en banque !!!😍,5,1462312800000
Claire Gommelet,Appli vraiment simple de utilisation et agreable,5,1462312800000
Yamina Benyahia,Super pas de bug nickel,5,1462399200000
Laetitia Mathieu,Bonne application Sympa et pratique,4,1462831200000
Anthony C,Super appli pour un super service,4,1462399200000
Adèle Jollivet,Nouvelle application top Plus ergonomique,5,1462399200000
Aurelie Barrau,Super Appli très pratique et fonctionnelle,4,1462399200000
corinne gustin,Paiement en 3x serait bien 😉,3,1462485600000
Elena Gerasimova,"Très bien Facile, fluide, fonctionnelle",5,1462312800000
erhan artuk,Les produ,2,1462399200000
Steffy Dallongeville,"Application utile Pratique, fonctionnelle !",4,1462312800000
Leah Barras,Varié Bcp de choix et des prix attractifs,4,1462572000000
Claudia Graillot,J ai adoré cette aplication,5,1462312800000
Paul CERTAIN,Très bonne application,5,1462312800000
Aline BLACK,J'adore !!! Je vais voir tous les jours... Vraiment top!!!,5,1462312800000
Dimitri Cavret,Rien a redire,5,1462658400000
petitcopeau,Pratique pour dépenser de l'argent,4,1462572000000
Marine MARSY,Utilisatrice avertie,5,1462312800000
Krit Schlemmer,Beaucoup choix c'est sympas 👍,4,1462312800000
Laure beaurain,J'aime Site très bien fait,5,1462312800000
Jacky SANIKA,Belle appli Juste impeccable,4,1462399200000
kilic972,Super Bonne application rien à dire,4,1462744800000
sun 282004,Super application Pratique fonctionne bien,5,1462312800000
Nicolas Chevreux,Très bonne application. Rien à redire,5,1462312800000
Karine St Maxent,"Toptop Simple, clair, tourne bien",5,1462312800000
Laetitia Arculeo,Super application et facile à utiliser!,5,1462312800000
jean claude oliver,"Beau site, et pratique  !",4,1462917600000
les les poto'z,Cette apli est vraiment supère.,5,1462312800000
Camille Samarcq,Camille J adore cette application. ..,4,1462399200000
julie DAVOINE,Super application Simple et efficace,5,1462312800000
Géraldine ALBIN,Très bien Bonne affaire à faire,5,1462399200000
belga bru,Merci est bon continuation,5,1462312800000
stephane brasdefer,Pratique Rapide efficace sans fioriture,5,1462312800000
Benoit Ceccaldi,Bonne application Bonne application.  Marche très bien,5,1462399200000
laurent meghnagi,Plus rapide et plus pratique,5,1462399200000
Minh SZABO,J'adore! Pratique simple et efficace.,5,1462312800000
Antoine Gonssollin,Super Fait son job,5,1462312800000
Lesli Gentil,site sérieux et sécurisé....à conseiller !,4,1462399200000
alexandre luvison,Juste génial Application géniale !,5,1462312800000
BOILLOD Philippe,Super Tres bonne appli,5,1462831200000
Monia Lola,Bien Mais frais de port élevés,4,1462917600000
Christelle Lapierre,Pas mal Sympa l'application,4,1462485600000
Pascale Devost,JustiNe Devost,1,1462140000000
Agnès Groussain,Très bonne appli,5,1462399200000
Vincent Bouzanquet,Très bonne appli,5,1462399200000
berthil Pumont,Top.,5,1462312800000
julie hernandez,Bien facile à utiliser,4,1462312800000
Sylvia Agot,Ok Bon appli,5,1462312800000
Minous Le Heurt,J'adore Très bien merci,5,1461708000000
Mlle Sioke,Impec Très pratique.,5,1462312800000
Lionel Herve,Appli très bien,4,1462312800000
melanie Bretme,Impeccable Rien à redire...,5,1462312800000
Desnoyers Jeremie,Excellent Superbe application,5,1462312800000
nathan guermit,Bonne appli Très pratique,5,1462312800000
Manue Henrich,Très pratique !,5,1462572000000
JEAN MICHEL ZIMNIAK,c'est tout bon !,5,1462312800000
Ludo CRC,Top Nikel pour commander,4,1463349600000
,Good Merci bcp,4,1462744800000
Nicolas LARDIER,Super Application au top,5,1462312800000
ambroise savi,Très bien pensé,4,1462312800000
Abdel Bassou,Ô top Belle présentation,4,1462312800000
Sandra S,Super application !,5,1462312800000
Véronique Trebel,Très bonne appli,5,1462312800000
Paulo Trambolho,Bonjour Excellente application,5,1462312800000
Geraldine Mornet,Genialissime Ras jkiff,5,1462572000000
sullivan malboeuf,Fonctionne très bien,5,1462399200000
Françoise Remaud Depas,Version antérieure mieux,3,1462485600000
firiel 13,Bien Tre bien,3,1462312800000
Marine Delamarre,Grand choix de marques,4,1462312800000
Presley Mamengi,Très efficace Efficace,5,1462658400000
Bernard LE GUIRINEC,Applications pratique et rapide,4,1462399200000
Elodie Ageneau,Très bien Bonne appli,4,1462399200000
Maroudin Muriel,Très bonne appli,4,1462917600000
Olivier Perez,Pratique Comme dit dans le titre,4,1462399200000
Sandrine Lapegue,Trop de frais de port,3,1462399200000
Laëti Rappet,Appli facile à utiliser,4,1462831200000
julie DAVOINE,Super application Simple et efficace,5,1462312800000
Saida Oussakout,Super comme application,5,1462399200000
Audrey Da-Silva,Sympa Simple et efficace,5,1462312800000
Laurent Magnin,Pourrais être mieux,2,1462399200000
Julien Sorel,S6 edge Marche nickel,5,1462312800000
Orlane MYL,Rapide Fonctionnel bonne application,4,1462312800000
Melissa Desplebin,Super Pleins de choix,4,1462831200000
Steeve Laville,Ras,5,1462312800000
Barbara Bouvet,Excellente appli,5,1462312800000
Fabrice MATRANGA,Bonne application,4,1462399200000
Anne Lafay,Très pratique,5,1462399200000
